edge_list,label,num_edges,num_nodes,density,is_connected,nr_connected_components,average_path_length,diameter,clustering_coefficient,assortativity,modularity_label_prop,modularity_girvan_newman,most_frequent_degrees,degree_frequencies,degrees,degree_probabilities
"[(0, 10), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 11), (10, 12)]",1,12,13,0.15384615384615385,True,1,1.8461538461538463,2,0.0,-1.0,0.0,-0.03472222222222224,,,"[1, 12]","[0.9230769230769231, 0.07692307692307693]"
"[(0, 5), (2, 9), (2, 23), (5, 1), (5, 3), (5, 4), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (5, 23), (5, 24), (5, 25)]",1,26,26,0.08,True,1,1.9876923076923076,3,0.0,-0.8775047258979206,0.06508875739644965,0.10946745562130178,,,"[1, 24, 2]","[0.8461538461538461, 0.038461538461538464, 0.11538461538461539]"
"[(0, 8), (1, 11), (2, 10), (6, 17), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7), (8, 9), (8, 11), (8, 12), (8, 13), (8, 14), (8, 15), (8, 16), (8, 17), (10, 12), (11, 17)]",1,21,18,0.13725490196078433,True,1,1.9542483660130718,3,0.18657407407407406,-0.6873213945513429,0.07709750566893414,0.12244897959183673,,,"[1, 16, 2, 3]","[0.5555555555555556, 0.05555555555555555, 0.2777777777777778, 0.1111111111111111]"
"[(0, 8), (4, 5), (5, 13), (6, 9), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 7), (8, 12), (9, 10), (9, 11), (9, 12), (13, 9)]",0,15,14,0.16483516483516483,True,1,2.4175824175824174,4,0.0977891156462585,-0.7682576193214495,0.3111111111111111,0.2533333333333333,,,"[1, 8, 2, 3, 5]","[0.5714285714285714, 0.07142857142857142, 0.21428571428571427, 0.07142857142857142, 0.07142857142857142]"
"[(0, 7), (0, 16), (0, 37), (0, 39), (0, 41), (0, 44), (0, 48), (1, 14), (2, 18), (2, 20), (2, 35), (2, 36), (3, 8), (3, 22), (6, 34), (12, 21), (12, 33), (12, 40), (13, 25), (14, 2), (14, 11), (14, 31), (14, 46), (15, 29), (19, 32), (22, 29), (22, 33), (25, 15), (33, 45), (34, 33), (35, 4), (35, 5), (35, 8), (35, 15), (35, 17), (35, 22), (35, 24), (35, 25), (35, 26), (35, 27), (35, 30), (35, 34), (35, 38), (35, 42), (35, 43), (35, 47), (39, 25), (44, 9), (44, 10), (44, 19), (44, 23), (44, 28), (44, 35)]",0,53,49,0.045068027210884355,True,1,3.4651360544217686,7,0.010337468320661597,-0.3717887556967549,0.559629761480954,0.618191527233891,,,"[7, 1, 2, 5, 18, 4, 3]","[0.04081632653061224, 0.673469387755102, 0.10204081632653061, 0.04081632653061224, 0.02040816326530612, 0.061224489795918366, 0.061224489795918366]"
"[(0, 9), (5, 10), (9, 1), (9, 2), (9, 3), (9, 4), (9, 6), (9, 7), (9, 8), (9, 10), (9, 11)]",1,11,12,0.16666666666666666,True,1,1.9696969696969697,3,0.0,-0.8582978723404252,0.14462809917355376,0.0826446280991735,,,"[1, 10, 2]","[0.8333333333333334, 0.08333333333333333, 0.08333333333333333]"
"[(0, 2), (0, 10), (1, 9), (1, 12), (2, 1), (2, 6), (2, 7), (2, 8), (2, 11), (6, 4), (7, 3), (12, 5)]",0,12,13,0.15384615384615385,True,1,2.6666666666666665,5,0.0,-0.2985074626865676,0.38194444444444436,0.4236111111111111,,,"[2, 6, 1, 3]","[0.3076923076923077, 0.07692307692307693, 0.5384615384615384, 0.07692307692307693]"
"[(0, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (1, 10), (1, 13), (1, 15), (1, 16), (1, 17), (1, 18), (1, 19), (1, 20), (1, 21), (5, 7), (8, 14), (9, 12), (14, 11)]",0,21,22,0.09090909090909091,True,1,2.311688311688312,5,0.0,-0.7093582887700535,0.28798185941043075,0.2743764172335601,,,"[1, 17, 2]","[0.7727272727272727, 0.045454545454545456, 0.18181818181818182]"
"[(0, 2), (2, 1), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18)]",1,18,19,0.10526315789473684,True,1,1.894736842105263,2,0.0,-1.0,0.0,-0.015432098765432042,,,"[1, 18]","[0.9473684210526315, 0.05263157894736842]"
"[(0, 8), (0, 9), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7), (8, 10), (8, 11), (8, 12), (8, 13)]",0,13,14,0.14285714285714285,True,1,1.978021978021978,3,0.0,-0.8758565094719868,0.12721893491124264,0.08284023668639057,,,"[2, 12, 1]","[0.07142857142857142, 0.07142857142857142, 0.8571428571428571]"
"[(0, 17), (0, 21), (0, 25), (2, 23), (5, 14), (21, 1), (21, 3), (21, 4), (21, 5), (21, 6), (21, 7), (21, 8), (21, 10), (21, 11), (21, 12), (21, 13), (21, 15), (21, 16), (21, 19), (21, 20), (21, 23), (21, 24), (21, 25), (21, 26), (23, 9), (23, 18), (25, 22)]",0,27,27,0.07692307692307693,True,1,2.3076923076923075,4,0.0248862897985705,-0.6479561455742764,0.3395061728395062,0.3525377229080933,,,"[3, 1, 20, 4, 2]","[0.07407407407407407, 0.8148148148148148, 0.037037037037037035, 0.037037037037037035, 0.037037037037037035]"
"[(0, 1), (0, 5), (0, 8), (0, 10), (4, 6), (4, 11), (8, 7), (10, 2), (10, 3), (10, 4), (10, 7), (10, 9), (10, 11), (10, 12), (10, 13), (10, 14)]",0,16,15,0.1523809523809524,True,1,2.2285714285714286,4,0.09037037037037038,-0.5855855855855856,0.2890625,0.318359375,,,"[4, 1, 2, 10, 3]","[0.06666666666666667, 0.6, 0.2, 0.06666666666666667, 0.06666666666666667]"
"[(0, 3), (0, 8), (3, 1), (3, 2), (3, 4), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (8, 1), (8, 7), (8, 12), (8, 13), (11, 14), (14, 5)]",1,20,15,0.19047619047619047,True,1,1.9142857142857144,3,0.4495726495726496,-0.670644391408115,0.0,0.12500000000000006,,,"[2, 13, 6, 1, 3]","[0.4, 0.06666666666666667, 0.06666666666666667, 0.4, 0.06666666666666667]"
"[(0, 9), (1, 13), (2, 4), (4, 5), (9, 3), (9, 5), (9, 6), (9, 7), (9, 8), (9, 10), (9, 11), (9, 12), (9, 13), (9, 14)]",0,14,15,0.13333333333333333,True,1,2.3047619047619046,5,0.0,-0.7012334399269076,0.3035714285714286,0.25510204081632654,,,"[1, 11, 2]","[0.7333333333333333, 0.06666666666666667, 0.2]"
"[(0, 10), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9)]",1,10,11,0.18181818181818182,True,1,1.8181818181818181,2,0.0,-1.0,0.0,-0.050000000000000044,,,"[1, 10]","[0.9090909090909091, 0.09090909090909091]"
"[(0, 15), (6, 12), (11, 16), (15, 1), (15, 2), (15, 3), (15, 4), (15, 5), (15, 7), (15, 8), (15, 9), (15, 10), (15, 12), (15, 13), (15, 14), (15, 16)]",1,16,17,0.11764705882352941,True,1,2.088235294117647,4,0.0,-0.7984676559014644,0.197265625,0.16796875,,,"[1, 14, 2]","[0.8235294117647058, 0.058823529411764705, 0.11764705882352941]"
"[(0, 6), (1, 2), (1, 8), (1, 13), (1, 29), (3, 33), (5, 21), (5, 27), (6, 1), (6, 2), (6, 5), (6, 9), (6, 10), (6, 12), (6, 14), (6, 15), (6, 17), (6, 18), (6, 20), (6, 30), (9, 19), (9, 22), (9, 23), (11, 26), (16, 31), (21, 7), (33, 4), (33, 16), (33, 20), (33, 24), (33, 25), (33, 26), (33, 28), (33, 32)]",0,34,34,0.06060606060606061,True,1,3.3689839572192515,7,0.03273001508295626,-0.5432217673970623,0.5540657439446368,0.6003460207612458,,,"[1, 13, 5, 2, 9, 3, 4]","[0.7058823529411765, 0.029411764705882353, 0.029411764705882353, 0.14705882352941177, 0.029411764705882353, 0.029411764705882353, 0.029411764705882353]"
"[(0, 21), (2, 4), (3, 8), (3, 35), (4, 7), (4, 14), (4, 20), (4, 29), (4, 31), (4, 35), (4, 39), (4, 43), (6, 11), (6, 13), (6, 25), (7, 16), (7, 37), (7, 41), (10, 33), (11, 23), (12, 15), (13, 10), (13, 19), (13, 22), (13, 27), (14, 23), (15, 22), (16, 28), (16, 30), (17, 26), (21, 1), (21, 6), (21, 7), (21, 9), (21, 22), (21, 24), (21, 36), (21, 42), (21, 43), (22, 32), (22, 38), (26, 32), (27, 32), (27, 34), (31, 5), (31, 13), (35, 13), (35, 18), (35, 26), (37, 40), (39, 13)]",0,51,44,0.05391120507399577,True,1,3.466173361522199,7,0.0,-0.355783762836659,0.5074971164936563,0.5588235294117647,,,"[1, 10, 9, 2, 5, 3, 4, 8]","[0.5227272727272727, 0.022727272727272728, 0.022727272727272728, 0.20454545454545456, 0.06818181818181818, 0.11363636363636363, 0.022727272727272728, 0.022727272727272728]"
"[(0, 42), (1, 8), (1, 29), (1, 33), (1, 74), (2, 47), (2, 81), (3, 24), (3, 27), (3, 28), (3, 52), (6, 67), (7, 18), (8, 19), (9, 16), (9, 45), (10, 39), (12, 13), (13, 76), (16, 23), (16, 46), (21, 66), (22, 43), (22, 82), (22, 93), (23, 54), (24, 4), (24, 19), (24, 56), (26, 48), (26, 69), (26, 83), (27, 5), (29, 2), (29, 65), (30, 79), (33, 15), (33, 17), (33, 25), (33, 53), (33, 60), (33, 82), (34, 55), (36, 61), (36, 63), (37, 59), (37, 77), (37, 90), (38, 89), (38, 91), (39, 22), (39, 43), (39, 85), (42, 4), (42, 7), (42, 14), (42, 20), (42, 26), (42, 30), (42, 35), (42, 40), (42, 41), (42, 48), (42, 57), (42, 62), (42, 67), (42, 78), (42, 88), (47, 31), (51, 72), (55, 49), (55, 86), (55, 92), (58, 73), (58, 75), (59, 71), (61, 51), (63, 68), (66, 31), (66, 38), (73, 70), (76, 32), (76, 44), (76, 50), (76, 64), (76, 80), (76, 87), (77, 89), (80, 84), (81, 11), (81, 16), (81, 49), (81, 56), (81, 65), (81, 68), (82, 32), (82, 73)]",0,97,94,0.022191718142301534,True,1,7.423472889498971,17,0.02668439716312057,-0.3127714746667188,0.6193538101817408,0.7282389201828037,,,"[1, 16, 4, 2, 3, 7]","[0.5, 0.010638297872340425, 0.09574468085106383, 0.2978723404255319, 0.06382978723404255, 0.031914893617021274]"
"[(0, 11), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 12), (1, 13), (1, 14), (1, 15), (1, 16), (7, 5), (11, 1)]",1,16,17,0.11764705882352941,True,1,2.088235294117647,4,0.0,-0.7984676559014644,0.197265625,0.16796875,,,"[1, 2, 14]","[0.8235294117647058, 0.11764705882352941, 0.058823529411764705]"
"[(0, 11), (1, 18), (1, 44), (2, 12), (2, 16), (2, 20), (2, 24), (2, 27), (2, 28), (2, 34), (2, 37), (2, 39), (2, 43), (2, 49), (2, 51), (2, 53), (2, 57), (2, 62), (2, 74), (3, 36), (7, 29), (10, 63), (11, 2), (11, 4), (11, 5), (11, 6), (11, 8), (11, 9), (11, 13), (11, 14), (11, 15), (11, 17), (11, 19), (11, 21), (11, 22), (11, 23), (11, 25), (11, 26), (11, 29), (11, 30), (11, 32), (11, 33), (11, 35), (11, 40), (11, 41), (11, 45), (11, 46), (11, 48), (11, 50), (11, 52), (11, 53), (11, 54), (11, 55), (11, 56), (11, 58), (11, 59), (11, 60), (11, 61), (11, 64), (11, 65), (11, 66), (11, 67), (11, 68), (11, 70), (11, 72), (11, 73), (12, 42), (18, 50), (27, 47), (51, 36), (51, 38), (53, 31), (53, 75), (60, 71), (62, 42), (63, 38), (71, 69)]",0,77,76,0.027017543859649124,True,1,2.9273684210526314,9,0.00230302248491103,-0.5586569848777566,0.4974700624051272,0.5223477820880418,,,"[1, 45, 2, 17, 3, 4]","[0.7763157894736842, 0.013157894736842105, 0.17105263157894737, 0.013157894736842105, 0.013157894736842105, 0.013157894736842105]"
"[(0, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (4, 8), (4, 10)]",1,15,14,0.16483516483516483,True,1,1.835164835164835,2,0.19230769230769232,-0.8401870444230506,0.0,-0.022222222222222227,,,"[1, 13, 3, 2]","[0.7142857142857143, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285]"
"[(0, 8), (0, 9), (7, 12), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 10), (8, 11), (8, 12), (9, 4)]",0,13,13,0.16666666666666666,True,1,2.076923076923077,4,0.0,-0.6941015089163237,0.19822485207100593,0.21301775147928997,,,"[2, 10, 1]","[0.3076923076923077, 0.07692307692307693, 0.6153846153846154]"
"[(0, 13), (13, 1), (13, 2), (13, 3), (13, 4), (13, 5), (13, 6), (13, 7), (13, 8), (13, 9), (13, 10), (13, 11), (13, 12), (13, 14), (13, 15), (13, 16), (13, 17)]",1,17,18,0.1111111111111111,True,1,1.8888888888888888,2,0.0,-1.0,0.0,-0.017301038062283836,,,"[1, 17]","[0.9444444444444444, 0.05555555555555555]"
"[(0, 14), (2, 8), (5, 6), (5, 9), (14, 1), (14, 2), (14, 3), (14, 4), (14, 6), (14, 7), (14, 9), (14, 10), (14, 11), (14, 12), (14, 13)]",1,15,15,0.14285714285714285,True,1,2.0761904761904764,4,0.0,-0.7231404958677691,0.18444444444444447,0.21333333333333337,,,"[1, 12, 2]","[0.6666666666666666, 0.06666666666666667, 0.26666666666666666]"
"[(0, 65), (2, 34), (4, 35), (5, 22), (5, 23), (5, 40), (6, 16), (11, 48), (12, 57), (13, 68), (16, 42), (17, 31), (19, 64), (20, 36), (21, 49), (22, 9), (22, 11), (22, 25), (22, 37), (22, 48), (23, 43), (26, 33), (26, 53), (26, 54), (26, 58), (26, 59), (26, 63), (27, 66), (29, 45), (29, 56), (33, 66), (33, 67), (34, 33), (35, 5), (35, 14), (35, 46), (36, 26), (36, 39), (40, 48), (42, 33), (48, 15), (48, 33), (48, 64), (49, 53), (58, 29), (63, 44), (64, 24), (64, 41), (64, 52), (64, 60), (65, 1), (65, 2), (65, 3), (65, 6), (65, 7), (65, 8), (65, 9), (65, 10), (65, 17), (65, 18), (65, 24), (65, 28), (65, 30), (65, 32), (65, 35), (65, 38), (65, 39), (65, 45), (65, 47), (65, 50), (65, 51), (65, 55), (65, 56), (65, 57), (65, 61), (65, 62), (65, 66), (65, 68), (68, 26)]",0,79,69,0.033674339300937765,True,1,3.411764705882353,9,0.01642512077294686,-0.36074562411693145,0.5040858836724883,0.597260054478449,,,"[1, 29, 2, 5, 4, 6, 3, 8]","[0.5507246376811594, 0.014492753623188406, 0.2753623188405797, 0.014492753623188406, 0.014492753623188406, 0.057971014492753624, 0.057971014492753624, 0.014492753623188406]"
"[(0, 7), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14)]",1,14,15,0.13333333333333333,True,1,1.8666666666666667,2,0.0,-1.0,1.1102230246251565e-16,-0.02551020408163257,,,"[1, 14]","[0.9333333333333333, 0.06666666666666667]"
"[(0, 39), (2, 12), (10, 15), (12, 24), (16, 28), (26, 38), (39, 1), (39, 2), (39, 3), (39, 4), (39, 5), (39, 6), (39, 7), (39, 8), (39, 9), (39, 11), (39, 13), (39, 14), (39, 15), (39, 17), (39, 18), (39, 19), (39, 20), (39, 21), (39, 22), (39, 23), (39, 25), (39, 27), (39, 28), (39, 29), (39, 30), (39, 31), (39, 32), (39, 33), (39, 34), (39, 35), (39, 36), (39, 37), (39, 38), (39, 40)]",1,40,41,0.04878048780487805,True,1,2.226829268292683,5,0.0,-0.788874054294615,0.171875,0.21124999999999997,,,"[1, 35, 2]","[0.8536585365853658, 0.024390243902439025, 0.12195121951219512]"
"[(0, 11), (0, 12), (1, 8), (4, 13), (6, 10), (8, 2), (8, 3), (8, 5), (8, 7), (8, 9), (8, 10), (8, 13), (8, 14), (8, 15), (8, 16), (8, 17), (8, 18), (8, 19), (11, 8), (12, 8)]",0,20,20,0.10526315789473684,True,1,2.1578947368421053,4,0.0,-0.7025641025641028,0.21625000000000003,0.26000000000000006,,,"[2, 1, 16]","[0.25, 0.7, 0.05]"
"[(0, 27), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 10), (2, 11), (2, 12), (2, 13), (2, 15), (2, 21), (2, 23), (2, 24), (2, 26), (2, 28), (2, 29), (2, 30), (2, 31), (2, 32), (2, 34), (2, 35), (2, 36), (4, 18), (4, 33), (8, 17), (14, 19), (15, 9), (15, 16), (15, 28), (18, 20), (20, 25), (27, 2), (27, 14), (27, 28), (33, 20), (34, 22)]",0,39,37,0.05855855855855856,True,1,2.6621621621621623,7,0.027207207207207207,-0.5324303690089071,0.33004602235371466,0.45759368836291914,,,"[1, 4, 25, 3, 2]","[0.7027027027027027, 0.05405405405405406, 0.02702702702702703, 0.08108108108108109, 0.13513513513513514]"
"[(0, 1), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 8), (1, 9), (3, 10)]",0,10,11,0.18181818181818182,True,1,2.109090909090909,4,0.0,-0.7037037037037039,0.265,0.19000000000000006,,,"[2, 8, 1]","[0.18181818181818182, 0.09090909090909091, 0.7272727272727273]"
"[(0, 9), (1, 5), (1, 8), (1, 10), (1, 11), (1, 14), (1, 17), (2, 4), (3, 12), (5, 4), (5, 10), (5, 13), (5, 15), (5, 16), (8, 12), (9, 1), (9, 7), (10, 6), (10, 7), (11, 2), (17, 4)]",0,21,18,0.13725490196078433,True,1,2.6666666666666665,5,0.015608465608465608,-0.2532751091703056,0.39002267573696137,0.4081632653061224,,,"[1, 3, 7, 6, 2, 4]","[0.3888888888888889, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.3333333333333333, 0.05555555555555555]"
"[(0, 9), (1, 7), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (9, 6), (9, 7), (9, 8), (9, 10), (9, 11), (9, 12), (9, 13)]",1,14,14,0.15384615384615385,True,1,1.8461538461538463,2,0.14377289377289376,-0.8986928104575164,1.1102230246251565e-16,-0.02551020408163257,,,"[1, 13, 2]","[0.7857142857142857, 0.07142857142857142, 0.14285714285714285]"
"[(0, 13), (1, 2), (1, 3), (1, 5), (1, 6), (1, 7), (1, 8), (1, 9), (1, 10), (1, 11), (8, 12), (13, 1), (13, 4)]",1,13,14,0.14285714285714285,True,1,2.197802197802198,4,0.0,-0.6937394247038908,0.3165680473372781,0.26035502958579887,,,"[1, 3, 10, 2]","[0.7857142857142857, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]"
"[(0, 12), (1, 2), (1, 19), (2, 11), (2, 19), (2, 30), (2, 31), (2, 32), (2, 34), (2, 42), (4, 6), (4, 14), (4, 24), (4, 40), (4, 41), (4, 45), (5, 49), (6, 37), (6, 40), (6, 44), (7, 39), (8, 43), (10, 35), (11, 24), (12, 7), (12, 29), (13, 15), (14, 8), (14, 40), (14, 41), (14, 50), (19, 4), (19, 7), (19, 9), (19, 10), (19, 18), (19, 25), (19, 27), (19, 28), (19, 29), (19, 30), (19, 34), (19, 40), (19, 43), (19, 46), (19, 48), (19, 49), (19, 52), (19, 53), (21, 38), (24, 49), (30, 4), (31, 3), (31, 45), (31, 48), (32, 20), (34, 6), (34, 14), (34, 15), (37, 13), (37, 16), (37, 20), (37, 43), (40, 23), (40, 26), (43, 28), (43, 46), (45, 21), (45, 51), (46, 33), (48, 47), (49, 17), (49, 22), (49, 36), (49, 47)]",0,75,54,0.05241090146750524,True,1,3.148846960167715,7,0.0936275874872366,-0.24380854613114333,0.3507555555555555,0.4985777777777778,,,"[1, 3, 2, 8, 20, 4, 5, 6, 7]","[0.42592592592592593, 0.1111111111111111, 0.24074074074074073, 0.037037037037037035, 0.018518518518518517, 0.037037037037037035, 0.07407407407407407, 0.037037037037037035, 0.018518518518518517]"
"[(0, 5), (5, 1), (5, 2), (5, 3), (5, 4), (5, 6), (5, 7), (5, 9), (5, 10), (5, 11), (5, 12), (6, 12), (11, 8)]",1,13,13,0.16666666666666666,True,1,1.9615384615384615,3,0.15524475524475523,-0.7741176470588237,0.12721893491124264,0.08284023668639054,,,"[1, 11, 2]","[0.6923076923076923, 0.07692307692307693, 0.23076923076923078]"
"[(0, 6), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11)]",0,11,12,0.16666666666666666,True,1,1.8333333333333333,2,0.0,-1.0,0.0,-0.04132231404958678,,,"[1, 11]","[0.9166666666666666, 0.08333333333333333]"
"[(0, 15), (15, 1), (15, 2), (15, 3), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (15, 9), (15, 10), (15, 11), (15, 12), (15, 13), (15, 14), (15, 16), (15, 17)]",1,17,18,0.1111111111111111,True,1,1.8888888888888888,2,0.0,-1.0,0.0,-0.017301038062283836,,,"[1, 17]","[0.9444444444444444, 0.05555555555555555]"
"[(0, 21), (21, 1), (21, 2), (21, 3), (21, 4), (21, 5), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (21, 18), (21, 19), (21, 20), (21, 22)]",1,22,23,0.08695652173913043,True,1,1.9130434782608696,2,0.0,-1.0,0.0,-0.010330578512396667,,,"[1, 22]","[0.9565217391304348, 0.043478260869565216]"
